source_row_key,population_group,geography_level,region_name,province_huc_code,province_huc_name,place_type,food_group_code,source_variable,food_name,rank,percent_consuming,mean_intake_g,sample_size,weighted_population,relative_to_national,survey_years
PROVINCE_HUC:Bicol Region:Albay:FISH_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Bicol Region,31,Albay,PROVINCE_OR_HUC,FISH_PRODUCTS,epwt_fg15,Fish and Fish Products,3,60.898591,37.239242,1853,701515.229,0.855313,2021
PROVINCE_HUC:Bicol Region:Albay:OTHER_VEGETABLES,All surveyed individuals,PROVINCE_HUC,Bicol Region,31,Albay,PROVINCE_OR_HUC,OTHER_VEGETABLES,epwt_fg10,Other Vegetables,4,53.725637,33.921956,1853,701515.229,1.198382,2021
PROVINCE_HUC:Bicol Region:Albay:BEVERAGES,All surveyed individuals,PROVINCE_HUC,Bicol Region,31,Albay,PROVINCE_OR_HUC,BEVERAGES,epwt_fg25,Beverages,5,60.597718,18.286854,1853,701515.229,0.709793,2021
PROVINCE_HUC:Bicol Region:Albay:FATS_OILS,All surveyed individuals,PROVINCE_HUC,Bicol Region,31,Albay,PROVINCE_OR_HUC,FATS_OILS,epwt_fg23,Fats and Oils,6,83.219184,7.240099,1853,701515.229,1.34459,2021
PROVINCE_HUC:Bicol Region:Albay:GREEN_LEAFY_YELLOW_VEGETABLES,All surveyed individuals,PROVINCE_HUC,Bicol Region,31,Albay,PROVINCE_OR_HUC,GREEN_LEAFY_YELLOW_VEGETABLES,epwt_fg9,Green Leafy and Yellow Vegetables,7,44.561652,15.171589,1853,701515.229,1.044789,2021
PROVINCE_HUC:Bicol Region:Albay:MEAT_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Bicol Region,31,Albay,PROVINCE_OR_HUC,MEAT_PRODUCTS,epwt_fg16,Meat and Meat Products,8,31.06281,27.540549,1853,701515.229,0.687482,2021
PROVINCE_HUC:Bicol Region:Albay:SUGAR_SYRUPS,All surveyed individuals,PROVINCE_HUC,Bicol Region,31,Albay,PROVINCE_OR_HUC,SUGAR_SYRUPS,epwt_fg6,Sugar and Syrups,9,36.616235,10.852701,1853,701515.229,0.307078,2021
PROVINCE_HUC:Bicol Region:Albay:EGGS,All surveyed individuals,PROVINCE_HUC,Bicol Region,31,Albay,PROVINCE_OR_HUC,EGGS,epwt_fg18,Eggs,10,31.945016,13.015312,1853,701515.229,0.961563,2021
PROVINCE_HUC:Bicol Region:Albay:POULTRY,All surveyed individuals,PROVINCE_HUC,Bicol Region,31,Albay,PROVINCE_OR_HUC,POULTRY,epwt_fg17,Poultry,11,19.156163,15.999902,1853,701515.229,0.7935,2021
PROVINCE_HUC:Bicol Region:Albay:WHOLE_MILK,All surveyed individuals,PROVINCE_HUC,Bicol Region,31,Albay,PROVINCE_OR_HUC,WHOLE_MILK,epwt_fg20,Whole Milk,12,22.661719,9.4012,1853,701515.229,0.979147,2021
PROVINCE_HUC:Bicol Region:Albay:OTHER_FRUITS,All surveyed individuals,PROVINCE_HUC,Bicol Region,31,Albay,PROVINCE_OR_HUC,OTHER_FRUITS,epwt_fg13,Other Fruits,13,15.496439,17.578797,1853,701515.229,1.220913,2021
PROVINCE_HUC:Bicol Region:Albay:DRIED_BEANS,All surveyed individuals,PROVINCE_HUC,Bicol Region,31,Albay,PROVINCE_OR_HUC,DRIED_BEANS,epwt_fg7,Dried Beans,14,22.618283,3.408883,1853,701515.229,0.641949,2021
PROVINCE_HUC:Bicol Region:Albay:STARCHY_ROOTS_TUBERS,All surveyed individuals,PROVINCE_HUC,Bicol Region,31,Albay,PROVINCE_OR_HUC,STARCHY_ROOTS_TUBERS,epwt_fg5,Starchy Roots and Tubers,15,8.453223,6.317641,1853,701515.229,1.067667,2021
PROVINCE_HUC:Bicol Region:Albay:OTHER_MISCELLANEOUS,All surveyed individuals,PROVINCE_HUC,Bicol Region,31,Albay,PROVINCE_OR_HUC,OTHER_MISCELLANEOUS,epwt_fg27,Other Miscellaneous,16,7.775023,0.977804,1853,701515.229,0.479141,2021
PROVINCE_HUC:Bicol Region:Albay:VITAMIN_C_RICH_FRUITS,All surveyed individuals,PROVINCE_HUC,Bicol Region,31,Albay,PROVINCE_OR_HUC,VITAMIN_C_RICH_FRUITS,epwt_fg12,Vitamin C-Rich Fruits,17,3.204553,3.144618,1853,701515.229,1.230455,2021
PROVINCE_HUC:Bicol Region:Albay:CONDIMENTS_SPICES,All surveyed individuals,PROVINCE_HUC,Bicol Region,31,Albay,PROVINCE_OR_HUC,CONDIMENTS_SPICES,epwt_fg26,Condiments and Spices,18,8.615874,0.467759,1853,701515.229,0.26755,2021
PROVINCE_HUC:Bicol Region:Albay:CORN_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Bicol Region,31,Albay,PROVINCE_OR_HUC,CORN_PRODUCTS,epwt_fg3,Corn and Products,19,2.149846,1.624743,1853,701515.229,0.207142,2021
PROVINCE_HUC:Bicol Region:Albay:MILK_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Bicol Region,31,Albay,PROVINCE_OR_HUC,MILK_PRODUCTS,epwt_fg21,Milk Products,20,0.889249,0.502793,1853,701515.229,0.213087,2021
PROVINCE_HUC:Bicol Region:Camarines Norte:RICE_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Bicol Region,32,Camarines Norte,PROVINCE_OR_HUC,RICE_PRODUCTS,epwt_fg2,Rice and Products,1,98.727054,224.369522,2839,485035.126,1.022742,2018
PROVINCE_HUC:Bicol Region:Camarines Norte:OTHER_CEREAL_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Bicol Region,32,Camarines Norte,PROVINCE_OR_HUC,OTHER_CEREAL_PRODUCTS,epwt_fg4,Other Cereal Products,2,72.473284,59.540609,2839,485035.126,1.340208,2018
PROVINCE_HUC:Bicol Region:Camarines Norte:FISH_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Bicol Region,32,Camarines Norte,PROVINCE_OR_HUC,FISH_PRODUCTS,epwt_fg15,Fish and Fish Products,3,61.896123,38.983895,2839,485035.126,0.895385,2018
PROVINCE_HUC:Bicol Region:Camarines Norte:BEVERAGES,All surveyed individuals,PROVINCE_HUC,Bicol Region,32,Camarines Norte,PROVINCE_OR_HUC,BEVERAGES,epwt_fg25,Beverages,4,61.618627,20.572694,2839,485035.126,0.798517,2018
PROVINCE_HUC:Bicol Region:Camarines Norte:SUGAR_SYRUPS,All surveyed individuals,PROVINCE_HUC,Bicol Region,32,Camarines Norte,PROVINCE_OR_HUC,SUGAR_SYRUPS,epwt_fg6,Sugar and Syrups,5,53.822354,19.337581,2839,485035.126,0.547158,2018
PROVINCE_HUC:Bicol Region:Camarines Norte:FATS_OILS,All surveyed individuals,PROVINCE_HUC,Bicol Region,32,Camarines Norte,PROVINCE_OR_HUC,FATS_OILS,epwt_fg23,Fats and Oils,6,73.832233,7.181757,2839,485035.126,1.333755,2018
PROVINCE_HUC:Bicol Region:Camarines Norte:MEAT_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Bicol Region,32,Camarines Norte,PROVINCE_OR_HUC,MEAT_PRODUCTS,epwt_fg16,Meat and Meat Products,7,41.798766,38.248702,2839,485035.126,0.954785,2018
PROVINCE_HUC:Bicol Region:Camarines Norte:OTHER_VEGETABLES,All surveyed individuals,PROVINCE_HUC,Bicol Region,32,Camarines Norte,PROVINCE_OR_HUC,OTHER_VEGETABLES,epwt_fg10,Other Vegetables,8,34.377371,20.922106,2839,485035.126,0.739128,2018
PROVINCE_HUC:Bicol Region:Camarines Norte:EGGS,All surveyed individuals,PROVINCE_HUC,Bicol Region,32,Camarines Norte,PROVINCE_OR_HUC,EGGS,epwt_fg18,Eggs,9,27.581537,11.54072,2839,485035.126,0.852621,2018
PROVINCE_HUC:Bicol Region:Camarines Norte:GREEN_LEAFY_YELLOW_VEGETABLES,All surveyed individuals,PROVINCE_HUC,Bicol Region,32,Camarines Norte,PROVINCE_OR_HUC,GREEN_LEAFY_YELLOW_VEGETABLES,epwt_fg9,Green Leafy and Yellow Vegetables,10,28.742419,8.658668,2839,485035.126,0.596278,2018
PROVINCE_HUC:Bicol Region:Camarines Norte:POULTRY,All surveyed individuals,PROVINCE_HUC,Bicol Region,32,Camarines Norte,PROVINCE_OR_HUC,POULTRY,epwt_fg17,Poultry,11,21.780126,18.757308,2839,485035.126,0.930251,2018
PROVINCE_HUC:Bicol Region:Camarines Norte:WHOLE_MILK,All surveyed individuals,PROVINCE_HUC,Bicol Region,32,Camarines Norte,PROVINCE_OR_HUC,WHOLE_MILK,epwt_fg20,Whole Milk,12,23.212034,10.007675,2839,485035.126,1.042312,2018
PROVINCE_HUC:Bicol Region:Camarines Norte:OTHER_FRUITS,All surveyed individuals,PROVINCE_HUC,Bicol Region,32,Camarines Norte,PROVINCE_OR_HUC,OTHER_FRUITS,epwt_fg13,Other Fruits,13,15.074316,14.728106,2839,485035.126,1.022922,2018
PROVINCE_HUC:Bicol Region:Camarines Norte:DRIED_BEANS,All surveyed individuals,PROVINCE_HUC,Bicol Region,32,Camarines Norte,PROVINCE_OR_HUC,DRIED_BEANS,epwt_fg7,Dried Beans,14,19.357573,4.647216,2839,485035.126,0.875147,2018
PROVINCE_HUC:Bicol Region:Camarines Norte:STARCHY_ROOTS_TUBERS,All surveyed individuals,PROVINCE_HUC,Bicol Region,32,Camarines Norte,PROVINCE_OR_HUC,STARCHY_ROOTS_TUBERS,epwt_fg5,Starchy Roots and Tubers,15,6.237897,3.596362,2839,485035.126,0.607777,2018
PROVINCE_HUC:Bicol Region:Camarines Norte:OTHER_MISCELLANEOUS,All surveyed individuals,PROVINCE_HUC,Bicol Region,32,Camarines Norte,PROVINCE_OR_HUC,OTHER_MISCELLANEOUS,epwt_fg27,Other Miscellaneous,16,7.440055,2.274566,2839,485035.126,1.114577,2018
PROVINCE_HUC:Bicol Region:Camarines Norte:CONDIMENTS_SPICES,All surveyed individuals,PROVINCE_HUC,Bicol Region,32,Camarines Norte,PROVINCE_OR_HUC,CONDIMENTS_SPICES,epwt_fg26,Condiments and Spices,17,8.081989,0.658459,2839,485035.126,0.376628,2018
PROVINCE_HUC:Bicol Region:Camarines Norte:MILK_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Bicol Region,32,Camarines Norte,PROVINCE_OR_HUC,MILK_PRODUCTS,epwt_fg21,Milk Products,18,4.275433,1.526481,2839,485035.126,0.646932,2018
PROVINCE_HUC:Bicol Region:Camarines Norte:VITAMIN_C_RICH_FRUITS,All surveyed individuals,PROVINCE_HUC,Bicol Region,32,Camarines Norte,PROVINCE_OR_HUC,VITAMIN_C_RICH_FRUITS,epwt_fg12,Vitamin C-Rich Fruits,19,3.000218,2.457055,2839,485035.126,0.961419,2018
PROVINCE_HUC:Bicol Region:Camarines Norte:CORN_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Bicol Region,32,Camarines Norte,PROVINCE_OR_HUC,CORN_PRODUCTS,epwt_fg3,Corn and Products,20,1.894793,1.293729,2839,485035.126,0.16494,2018
PROVINCE_HUC:Bicol Region:Camarines Sur:RICE_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Bicol Region,33,Camarines Sur,PROVINCE_OR_HUC,RICE_PRODUCTS,epwt_fg2,Rice and Products,1,99.108349,207.25314,2442,1424095.166,0.94472,2019
PROVINCE_HUC:Bicol Region:Camarines Sur:OTHER_CEREAL_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Bicol Region,33,Camarines Sur,PROVINCE_OR_HUC,OTHER_CEREAL_PRODUCTS,epwt_fg4,Other Cereal Products,2,71.672601,62.532657,2442,1424095.166,1.407556,2019
PROVINCE_HUC:Bicol Region:Camarines Sur:FISH_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Bicol Region,33,Camarines Sur,PROVINCE_OR_HUC,FISH_PRODUCTS,epwt_fg15,Fish and Fish Products,3,58.129418,33.403083,2442,1424095.166,0.767204,2019
PROVINCE_HUC:Bicol Region:Camarines Sur:BEVERAGES,All surveyed individuals,PROVINCE_HUC,Bicol Region,33,Camarines Sur,PROVINCE_OR_HUC,BEVERAGES,epwt_fg25,Beverages,4,58.652207,25.902982,2442,1424095.166,1.005409,2019
PROVINCE_HUC:Bicol Region:Camarines Sur:OTHER_VEGETABLES,All surveyed individuals,PROVINCE_HUC,Bicol Region,33,Camarines Sur,PROVINCE_OR_HUC,OTHER_VEGETABLES,epwt_fg10,Other Vegetables,5,48.400806,30.040119,2442,1424095.166,1.061246,2019
PROVINCE_HUC:Bicol Region:Camarines Sur:FATS_OILS,All surveyed individuals,PROVINCE_HUC,Bicol Region,33,Camarines Sur,PROVINCE_OR_HUC,FATS_OILS,epwt_fg23,Fats and Oils,6,75.073667,7.033716,2442,1424095.166,1.306261,2019
PROVINCE_HUC:Bicol Region:Camarines Sur:MEAT_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Bicol Region,33,Camarines Sur,PROVINCE_OR_HUC,MEAT_PRODUCTS,epwt_fg16,Meat and Meat Products,7,41.274877,37.773966,2442,1424095.166,0.942934,2019
PROVINCE_HUC:Bicol Region:Camarines Sur:SUGAR_SYRUPS,All surveyed individuals,PROVINCE_HUC,Bicol Region,33,Camarines Sur,PROVINCE_OR_HUC,SUGAR_SYRUPS,epwt_fg6,Sugar and Syrups,8,43.941619,25.266981,2442,1424095.166,0.714931,2019
PROVINCE_HUC:Bicol Region:Camarines Sur:GREEN_LEAFY_YELLOW_VEGETABLES,All surveyed individuals,PROVINCE_HUC,Bicol Region,33,Camarines Sur,PROVINCE_OR_HUC,GREEN_LEAFY_YELLOW_VEGETABLES,epwt_fg9,Green Leafy and Yellow Vegetables,9,48.069232,15.325054,2442,1424095.166,1.055357,2019
PROVINCE_HUC:Bicol Region:Camarines Sur:EGGS,All surveyed individuals,PROVINCE_HUC,Bicol Region,33,Camarines Sur,PROVINCE_OR_HUC,EGGS,epwt_fg18,Eggs,10,27.972744,11.315159,2442,1424095.166,0.835957,2019
PROVINCE_HUC:Bicol Region:Camarines Sur:WHOLE_MILK,All surveyed individuals,PROVINCE_HUC,Bicol Region,33,Camarines Sur,PROVINCE_OR_HUC,WHOLE_MILK,epwt_fg20,Whole Milk,11,22.255351,9.966135,2442,1424095.166,1.037985,2019
PROVINCE_HUC:Bicol Region:Camarines Sur:OTHER_FRUITS,All surveyed individuals,PROVINCE_HUC,Bicol Region,33,Camarines Sur,PROVINCE_OR_HUC,OTHER_FRUITS,epwt_fg13,Other Fruits,12,15.361099,18.060238,2442,1424095.166,1.254351,2019
PROVINCE_HUC:Bicol Region:Camarines Sur:POULTRY,All surveyed individuals,PROVINCE_HUC,Bicol Region,33,Camarines Sur,PROVINCE_OR_HUC,POULTRY,epwt_fg17,Poultry,13,16.32508,12.967177,2442,1424095.166,0.643095,2019
PROVINCE_HUC:Bicol Region:Camarines Sur:DRIED_BEANS,All surveyed individuals,PROVINCE_HUC,Bicol Region,33,Camarines Sur,PROVINCE_OR_HUC,DRIED_BEANS,epwt_fg7,Dried Beans,14,18.215693,3.935961,2442,1424095.166,0.741206,2019
PROVINCE_HUC:Bicol Region:Camarines Sur:STARCHY_ROOTS_TUBERS,All surveyed individuals,PROVINCE_HUC,Bicol Region,33,Camarines Sur,PROVINCE_OR_HUC,STARCHY_ROOTS_TUBERS,epwt_fg5,Starchy Roots and Tubers,15,7.633408,4.496791,2442,1424095.166,0.759947,2019
PROVINCE_HUC:Bicol Region:Camarines Sur:OTHER_MISCELLANEOUS,All surveyed individuals,PROVINCE_HUC,Bicol Region,33,Camarines Sur,PROVINCE_OR_HUC,OTHER_MISCELLANEOUS,epwt_fg27,Other Miscellaneous,16,10.959787,1.821671,2442,1424095.166,0.89265,2019
PROVINCE_HUC:Bicol Region:Camarines Sur:CONDIMENTS_SPICES,All surveyed individuals,PROVINCE_HUC,Bicol Region,33,Camarines Sur,PROVINCE_OR_HUC,CONDIMENTS_SPICES,epwt_fg26,Condiments and Spices,17,9.529376,0.863947,2442,1424095.166,0.494163,2019
PROVINCE_HUC:Bicol Region:Camarines Sur:MILK_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Bicol Region,33,Camarines Sur,PROVINCE_OR_HUC,MILK_PRODUCTS,epwt_fg21,Milk Products,18,3.49721,2.581103,2442,1424095.166,1.093888,2019
PROVINCE_HUC:Bicol Region:Camarines Sur:CORN_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Bicol Region,33,Camarines Sur,PROVINCE_OR_HUC,CORN_PRODUCTS,epwt_fg3,Corn and Products,19,2.844952,1.94559,2442,1424095.166,0.248047,2019
PROVINCE_HUC:Bicol Region:Camarines Sur:VITAMIN_C_RICH_FRUITS,All surveyed individuals,PROVINCE_HUC,Bicol Region,33,Camarines Sur,PROVINCE_OR_HUC,VITAMIN_C_RICH_FRUITS,epwt_fg12,Vitamin C-Rich Fruits,20,2.304682,0.585697,2442,1424095.166,0.229177,2019
PROVINCE_HUC:Bicol Region:Catanduanes:RICE_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Bicol Region,34,Catanduanes,PROVINCE_OR_HUC,RICE_PRODUCTS,epwt_fg2,Rice and Products,1,99.349714,203.46849,2834,213514.497,0.927469,2021
PROVINCE_HUC:Bicol Region:Catanduanes:OTHER_CEREAL_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Bicol Region,34,Catanduanes,PROVINCE_OR_HUC,OTHER_CEREAL_PRODUCTS,epwt_fg4,Other Cereal Products,2,77.939641,67.75457,2834,213514.497,1.525097,2021
PROVINCE_HUC:Bicol Region:Catanduanes:FISH_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Bicol Region,34,Catanduanes,PROVINCE_OR_HUC,FISH_PRODUCTS,epwt_fg15,Fish and Fish Products,3,69.219461,46.60134,2834,213514.497,1.070343,2021
PROVINCE_HUC:Bicol Region:Catanduanes:BEVERAGES,All surveyed individuals,PROVINCE_HUC,Bicol Region,34,Catanduanes,PROVINCE_OR_HUC,BEVERAGES,epwt_fg25,Beverages,4,60.444267,20.240721,2834,213514.497,0.785631,2021
PROVINCE_HUC:Bicol Region:Catanduanes:FATS_OILS,All surveyed individuals,PROVINCE_HUC,Bicol Region,34,Catanduanes,PROVINCE_OR_HUC,FATS_OILS,epwt_fg23,Fats and Oils,5,76.458877,6.787881,2834,213514.497,1.260606,2021
PROVINCE_HUC:Bicol Region:Catanduanes:OTHER_VEGETABLES,All surveyed individuals,PROVINCE_HUC,Bicol Region,34,Catanduanes,PROVINCE_OR_HUC,OTHER_VEGETABLES,epwt_fg10,Other Vegetables,6,40.596038,27.030406,2834,213514.497,0.95492,2021
PROVINCE_HUC:Bicol Region:Catanduanes:GREEN_LEAFY_YELLOW_VEGETABLES,All surveyed individuals,PROVINCE_HUC,Bicol Region,34,Catanduanes,PROVINCE_OR_HUC,GREEN_LEAFY_YELLOW_VEGETABLES,epwt_fg9,Green Leafy and Yellow Vegetables,7,42.196375,15.429006,2834,213514.497,1.062516,2021
PROVINCE_HUC:Bicol Region:Catanduanes:SUGAR_SYRUPS,All surveyed individuals,PROVINCE_HUC,Bicol Region,34,Catanduanes,PROVINCE_OR_HUC,SUGAR_SYRUPS,epwt_fg6,Sugar and Syrups,8,34.216459,19.310196,2834,213514.497,0.546383,2021
PROVINCE_HUC:Bicol Region:Catanduanes:MEAT_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Bicol Region,34,Catanduanes,PROVINCE_OR_HUC,MEAT_PRODUCTS,epwt_fg16,Meat and Meat Products,9,25.910526,21.032546,2834,213514.497,0.525026,2021
PROVINCE_HUC:Bicol Region:Catanduanes:EGGS,All surveyed individuals,PROVINCE_HUC,Bicol Region,34,Catanduanes,PROVINCE_OR_HUC,EGGS,epwt_fg18,Eggs,10,27.049405,12.504606,2834,213514.497,0.923832,2021
PROVINCE_HUC:Bicol Region:Catanduanes:POULTRY,All surveyed individuals,PROVINCE_HUC,Bicol Region,34,Catanduanes,PROVINCE_OR_HUC,POULTRY,epwt_fg17,Poultry,11,20.564455,18.26363,2834,213514.497,0.905768,2021
PROVINCE_HUC:Bicol Region:Catanduanes:WHOLE_MILK,All surveyed individuals,PROVINCE_HUC,Bicol Region,34,Catanduanes,PROVINCE_OR_HUC,WHOLE_MILK,epwt_fg20,Whole Milk,12,19.602145,7.818435,2834,213514.497,0.8143,2021
PROVINCE_HUC:Bicol Region:Catanduanes:DRIED_BEANS,All surveyed individuals,PROVINCE_HUC,Bicol Region,34,Catanduanes,PROVINCE_OR_HUC,DRIED_BEANS,epwt_fg7,Dried Beans,13,21.1138,3.802428,2834,213514.497,0.71606,2021
PROVINCE_HUC:Bicol Region:Catanduanes:OTHER_FRUITS,All surveyed individuals,PROVINCE_HUC,Bicol Region,34,Catanduanes,PROVINCE_OR_HUC,OTHER_FRUITS,epwt_fg13,Other Fruits,14,10.720244,12.899435,2834,213514.497,0.895914,2021
PROVINCE_HUC:Bicol Region:Catanduanes:STARCHY_ROOTS_TUBERS,All surveyed individuals,PROVINCE_HUC,Bicol Region,34,Catanduanes,PROVINCE_OR_HUC,STARCHY_ROOTS_TUBERS,epwt_fg5,Starchy Roots and Tubers,15,8.67498,7.023633,2834,213514.497,1.186978,2021
PROVINCE_HUC:Bicol Region:Catanduanes:CONDIMENTS_SPICES,All surveyed individuals,PROVINCE_HUC,Bicol Region,34,Catanduanes,PROVINCE_OR_HUC,CONDIMENTS_SPICES,epwt_fg26,Condiments and Spices,16,11.316119,0.794285,2834,213514.497,0.454318,2021
PROVINCE_HUC:Bicol Region:Catanduanes:OTHER_MISCELLANEOUS,All surveyed individuals,PROVINCE_HUC,Bicol Region,34,Catanduanes,PROVINCE_OR_HUC,OTHER_MISCELLANEOUS,epwt_fg27,Other Miscellaneous,17,5.233292,0.935123,2834,213514.497,0.458227,2021
PROVINCE_HUC:Bicol Region:Catanduanes:MILK_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Bicol Region,34,Catanduanes,PROVINCE_OR_HUC,MILK_PRODUCTS,epwt_fg21,Milk Products,18,1.925034,1.066461,2834,213514.497,0.451973,2021
PROVINCE_HUC:Bicol Region:Catanduanes:CORN_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Bicol Region,34,Catanduanes,PROVINCE_OR_HUC,CORN_PRODUCTS,epwt_fg3,Corn and Products,19,1.475002,0.42161,2834,213514.497,0.053752,2021
PROVINCE_HUC:Bicol Region:Catanduanes:VITAMIN_C_RICH_FRUITS,All surveyed individuals,PROVINCE_HUC,Bicol Region,34,Catanduanes,PROVINCE_OR_HUC,VITAMIN_C_RICH_FRUITS,epwt_fg12,Vitamin C-Rich Fruits,20,1.703886,0.353909,2834,213514.497,0.138481,2021
PROVINCE_HUC:Bicol Region:Masbate:RICE_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Bicol Region,35,Masbate,PROVINCE_OR_HUC,RICE_PRODUCTS,epwt_fg2,Rice and Products,1,98.316925,228.114354,2357,602386.361,1.039812,2021
PROVINCE_HUC:Bicol Region:Masbate:FISH_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Bicol Region,35,Masbate,PROVINCE_OR_HUC,FISH_PRODUCTS,epwt_fg15,Fish and Fish Products,2,83.695882,70.542353,2357,602386.361,1.620221,2021
PROVINCE_HUC:Bicol Region:Masbate:OTHER_CEREAL_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Bicol Region,35,Masbate,PROVINCE_OR_HUC,OTHER_CEREAL_PRODUCTS,epwt_fg4,Other Cereal Products,3,50.407865,33.576313,2357,602386.361,0.755774,2021
PROVINCE_HUC:Bicol Region:Masbate:BEVERAGES,All surveyed individuals,PROVINCE_HUC,Bicol Region,35,Masbate,PROVINCE_OR_HUC,BEVERAGES,epwt_fg25,Beverages,4,61.607511,15.641775,2357,602386.361,0.607126,2021
PROVINCE_HUC:Bicol Region:Masbate:SUGAR_SYRUPS,All surveyed individuals,PROVINCE_HUC,Bicol Region,35,Masbate,PROVINCE_OR_HUC,SUGAR_SYRUPS,epwt_fg6,Sugar and Syrups,5,41.489319,11.442355,2357,602386.361,0.323762,2021
PROVINCE_HUC:Bicol Region:Masbate:OTHER_VEGETABLES,All surveyed individuals,PROVINCE_HUC,Bicol Region,35,Masbate,PROVINCE_OR_HUC,OTHER_VEGETABLES,epwt_fg10,Other Vegetables,6,32.752091,21.612332,2357,602386.361,0.763512,2021
PROVINCE_HUC:Bicol Region:Masbate:GREEN_LEAFY_YELLOW_VEGETABLES,All surveyed individuals,PROVINCE_HUC,Bicol Region,35,Masbate,PROVINCE_OR_HUC,GREEN_LEAFY_YELLOW_VEGETABLES,epwt_fg9,Green Leafy and Yellow Vegetables,7,37.858304,12.395304,2357,602386.361,0.8536,2021
PROVINCE_HUC:Bicol Region:Masbate:FATS_OILS,All surveyed individuals,PROVINCE_HUC,Bicol Region,35,Masbate,PROVINCE_OR_HUC,FATS_OILS,epwt_fg23,Fats and Oils,8,58.159836,3.717057,2357,602386.361,0.690311,2021
PROVINCE_HUC:Bicol Region:Masbate:WHOLE_MILK,All surveyed individuals,PROVINCE_HUC,Bicol Region,35,Masbate,PROVINCE_OR_HUC,WHOLE_MILK,epwt_fg20,Whole Milk,9,21.101668,8.045303,2357,602386.361,0.837928,2021
PROVINCE_HUC:Bicol Region:Masbate:EGGS,All surveyed individuals,PROVINCE_HUC,Bicol Region,35,Masbate,PROVINCE_OR_HUC,EGGS,epwt_fg18,Eggs,10,14.597803,6.465681,2357,602386.361,0.47768,2021
PROVINCE_HUC:Bicol Region:Masbate:MEAT_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Bicol Region,35,Masbate,PROVINCE_OR_HUC,MEAT_PRODUCTS,epwt_fg16,Meat and Meat Products,11,12.334132,9.130905,2357,602386.361,0.227931,2021
PROVINCE_HUC:Bicol Region:Masbate:CONDIMENTS_SPICES,All surveyed individuals,PROVINCE_HUC,Bicol Region,35,Masbate,PROVINCE_OR_HUC,CONDIMENTS_SPICES,epwt_fg26,Condiments and Spices,12,25.0323,1.782045,2357,602386.361,1.0193,2021
PROVINCE_HUC:Bicol Region:Masbate:POULTRY,All surveyed individuals,PROVINCE_HUC,Bicol Region,35,Masbate,PROVINCE_OR_HUC,POULTRY,epwt_fg17,Poultry,13,10.593532,9.148701,2357,602386.361,0.453721,2021
PROVINCE_HUC:Bicol Region:Masbate:STARCHY_ROOTS_TUBERS,All surveyed individuals,PROVINCE_HUC,Bicol Region,35,Masbate,PROVINCE_OR_HUC,STARCHY_ROOTS_TUBERS,epwt_fg5,Starchy Roots and Tubers,14,9.386414,11.310399,2357,602386.361,1.911431,2021
PROVINCE_HUC:Bicol Region:Masbate:DRIED_BEANS,All surveyed individuals,PROVINCE_HUC,Bicol Region,35,Masbate,PROVINCE_OR_HUC,DRIED_BEANS,epwt_fg7,Dried Beans,15,13.169906,2.21272,2357,602386.361,0.416692,2021
PROVINCE_HUC:Bicol Region:Masbate:OTHER_FRUITS,All surveyed individuals,PROVINCE_HUC,Bicol Region,35,Masbate,PROVINCE_OR_HUC,OTHER_FRUITS,epwt_fg13,Other Fruits,16,6.087629,7.610181,2357,602386.361,0.528555,2021
PROVINCE_HUC:Bicol Region:Masbate:CORN_PRODUCTS,All surveyed individuals,PROVINCE_HUC,Bicol Region,35,Masbate,PROVINCE_OR_HUC,CORN_PRODUCTS,epwt_fg3,Corn and Products,17,2.681099,2.851438,2357,602386.361,0.363536,2021
PROVINCE_HUC:Bicol Region:Masbate:OTHER_MISCELLANEOUS,All surveyed individuals,PROVINCE_HUC,Bicol Region,35,Masbate,PROVINCE_OR_HUC,OTHER_MISCELLANEOUS,epwt_fg27,Other Miscellaneous,18,5.23951,0.710173,2357,602386.361,0.347997,2021
